obs_id,code,irai_theme,country,iso3,year,verified_value,data_source,indicator_name,indicator_type,variant,variant_type,query
253,AI_Pubs,Transparency,United States,USA,2013,4653.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did United States's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for United States and the regional average if the information is available to you."
253,AI_Pubs,Transparency,United States,USA,2013,4653.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for United States in 2013? Please provide a specific numeric value if the information is available to you."
254,AI_Pubs,Transparency,Uruguay,URY,2013,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Uruguay in 2013? Please provide a specific numeric value if the information is available to you."
254,AI_Pubs,Transparency,Uruguay,URY,2013,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Uruguay's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for Uruguay and the regional average if the information is available to you."
254,AI_Pubs,Transparency,Uruguay,URY,2013,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Uruguay in 2013? Please provide a specific numeric value if the information is available to you."
255,AI_Pubs,Transparency,Venezuela,VEN,2013,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Venezuela in 2013? Please provide a specific numeric value if the information is available to you."
255,AI_Pubs,Transparency,Venezuela,VEN,2013,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Venezuela's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for Venezuela and the regional average if the information is available to you."
255,AI_Pubs,Transparency,Venezuela,VEN,2013,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Venezuela in 2013? Please provide a specific numeric value if the information is available to you."
256,AI_Pubs,Transparency,Vietnam,VNM,2013,83.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Vietnam in 2013? Please provide a specific numeric value if the information is available to you."
256,AI_Pubs,Transparency,Vietnam,VNM,2013,83.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Vietnam's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for Vietnam and the regional average if the information is available to you."
256,AI_Pubs,Transparency,Vietnam,VNM,2013,83.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Vietnam in 2013? Please provide a specific numeric value if the information is available to you."
257,AI_Pubs,Transparency,Yemen,YEM,2013,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Yemen in 2013? Please provide a specific numeric value if the information is available to you."
257,AI_Pubs,Transparency,Yemen,YEM,2013,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Yemen's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for Yemen and the regional average if the information is available to you."
257,AI_Pubs,Transparency,Yemen,YEM,2013,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Yemen in 2013? Please provide a specific numeric value if the information is available to you."
258,AI_Pubs,Transparency,Zambia,ZMB,2013,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Zambia in 2013? Please provide a specific numeric value if the information is available to you."
258,AI_Pubs,Transparency,Zambia,ZMB,2013,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Zambia's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for Zambia and the regional average if the information is available to you."
258,AI_Pubs,Transparency,Zambia,ZMB,2013,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Zambia in 2013? Please provide a specific numeric value if the information is available to you."
259,AI_Pubs,Transparency,Zimbabwe,ZWE,2013,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Zimbabwe in 2013? Please provide a specific numeric value if the information is available to you."
259,AI_Pubs,Transparency,Zimbabwe,ZWE,2013,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Zimbabwe's total number of AI publications in 2013 compare to the average for its geographic region? Please provide specific numeric values for Zimbabwe and the regional average if the information is available to you."
259,AI_Pubs,Transparency,Zimbabwe,ZWE,2013,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Zimbabwe in 2013? Please provide a specific numeric value if the information is available to you."
260,AI_Pubs,Transparency,Albania,ALB,2016,4.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Albania in 2016? Please provide a specific numeric value if the information is available to you."
260,AI_Pubs,Transparency,Albania,ALB,2016,4.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Albania's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Albania and the regional average if the information is available to you."
260,AI_Pubs,Transparency,Albania,ALB,2016,4.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Albania in 2016? Please provide a specific numeric value if the information is available to you."
261,AI_Pubs,Transparency,Algeria,DZA,2016,253.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Algeria in 2016? Please provide a specific numeric value if the information is available to you."
261,AI_Pubs,Transparency,Algeria,DZA,2016,253.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Algeria's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Algeria and the regional average if the information is available to you."
261,AI_Pubs,Transparency,Algeria,DZA,2016,253.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Algeria in 2016? Please provide a specific numeric value if the information is available to you."
262,AI_Pubs,Transparency,Angola,AGO,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Angola in 2016? Please provide a specific numeric value if the information is available to you."
262,AI_Pubs,Transparency,Angola,AGO,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Angola's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Angola and the regional average if the information is available to you."
262,AI_Pubs,Transparency,Angola,AGO,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Angola in 2016? Please provide a specific numeric value if the information is available to you."
263,AI_Pubs,Transparency,Argentina,ARG,2016,106.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Argentina in 2016? Please provide a specific numeric value if the information is available to you."
263,AI_Pubs,Transparency,Argentina,ARG,2016,106.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Argentina's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Argentina and the regional average if the information is available to you."
263,AI_Pubs,Transparency,Argentina,ARG,2016,106.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Argentina in 2016? Please provide a specific numeric value if the information is available to you."
264,AI_Pubs,Transparency,Armenia,ARM,2016,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Armenia in 2016? Please provide a specific numeric value if the information is available to you."
264,AI_Pubs,Transparency,Armenia,ARM,2016,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Armenia's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Armenia and the regional average if the information is available to you."
264,AI_Pubs,Transparency,Armenia,ARM,2016,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Armenia in 2016? Please provide a specific numeric value if the information is available to you."
265,AI_Pubs,Transparency,Australia,AUS,2016,3780.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Australia in 2016? Please provide a specific numeric value if the information is available to you."
265,AI_Pubs,Transparency,Australia,AUS,2016,3780.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Australia's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Australia and the regional average if the information is available to you."
265,AI_Pubs,Transparency,Australia,AUS,2016,3780.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Australia in 2016? Please provide a specific numeric value if the information is available to you."
266,AI_Pubs,Transparency,Austria,AUT,2016,268.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Austria in 2016? Please provide a specific numeric value if the information is available to you."
266,AI_Pubs,Transparency,Austria,AUT,2016,268.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Austria's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Austria and the regional average if the information is available to you."
266,AI_Pubs,Transparency,Austria,AUT,2016,268.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Austria in 2016? Please provide a specific numeric value if the information is available to you."
267,AI_Pubs,Transparency,Azerbaijan,AZE,2016,42.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Azerbaijan in 2016? Please provide a specific numeric value if the information is available to you."
267,AI_Pubs,Transparency,Azerbaijan,AZE,2016,42.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Azerbaijan's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Azerbaijan and the regional average if the information is available to you."
267,AI_Pubs,Transparency,Azerbaijan,AZE,2016,42.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Azerbaijan in 2016? Please provide a specific numeric value if the information is available to you."
268,AI_Pubs,Transparency,Bahrain,BHR,2016,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bahrain in 2016? Please provide a specific numeric value if the information is available to you."
268,AI_Pubs,Transparency,Bahrain,BHR,2016,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Bahrain's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Bahrain and the regional average if the information is available to you."
268,AI_Pubs,Transparency,Bahrain,BHR,2016,3.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bahrain in 2016? Please provide a specific numeric value if the information is available to you."
269,AI_Pubs,Transparency,Bangladesh,BGD,2016,91.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bangladesh in 2016? Please provide a specific numeric value if the information is available to you."
269,AI_Pubs,Transparency,Bangladesh,BGD,2016,91.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Bangladesh's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Bangladesh and the regional average if the information is available to you."
269,AI_Pubs,Transparency,Bangladesh,BGD,2016,91.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bangladesh in 2016? Please provide a specific numeric value if the information is available to you."
270,AI_Pubs,Transparency,Belarus,BLR,2016,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Belarus in 2016? Please provide a specific numeric value if the information is available to you."
270,AI_Pubs,Transparency,Belarus,BLR,2016,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Belarus's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Belarus and the regional average if the information is available to you."
270,AI_Pubs,Transparency,Belarus,BLR,2016,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Belarus in 2016? Please provide a specific numeric value if the information is available to you."
271,AI_Pubs,Transparency,Belgium,BEL,2016,306.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Belgium in 2016? Please provide a specific numeric value if the information is available to you."
271,AI_Pubs,Transparency,Belgium,BEL,2016,306.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Belgium's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Belgium and the regional average if the information is available to you."
271,AI_Pubs,Transparency,Belgium,BEL,2016,306.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Belgium in 2016? Please provide a specific numeric value if the information is available to you."
272,AI_Pubs,Transparency,Benin,BEN,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Benin in 2016? Please provide a specific numeric value if the information is available to you."
272,AI_Pubs,Transparency,Benin,BEN,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Benin's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Benin and the regional average if the information is available to you."
272,AI_Pubs,Transparency,Benin,BEN,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Benin in 2016? Please provide a specific numeric value if the information is available to you."
273,AI_Pubs,Transparency,Bhutan,BTN,2016,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bhutan in 2016? Please provide a specific numeric value if the information is available to you."
273,AI_Pubs,Transparency,Bhutan,BTN,2016,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Bhutan's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Bhutan and the regional average if the information is available to you."
273,AI_Pubs,Transparency,Bhutan,BTN,2016,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bhutan in 2016? Please provide a specific numeric value if the information is available to you."
274,AI_Pubs,Transparency,Bolivia,BOL,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bolivia in 2016? Please provide a specific numeric value if the information is available to you."
274,AI_Pubs,Transparency,Bolivia,BOL,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Bolivia's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Bolivia and the regional average if the information is available to you."
274,AI_Pubs,Transparency,Bolivia,BOL,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bolivia in 2016? Please provide a specific numeric value if the information is available to you."
275,AI_Pubs,Transparency,Bosnia And Herzegovina,BIH,2016,26.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bosnia And Herzegovina in 2016? Please provide a specific numeric value if the information is available to you."
275,AI_Pubs,Transparency,Bosnia And Herzegovina,BIH,2016,26.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Bosnia And Herzegovina's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Bosnia And Herzegovina and the regional average if the information is available to you."
275,AI_Pubs,Transparency,Bosnia And Herzegovina,BIH,2016,26.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bosnia And Herzegovina in 2016? Please provide a specific numeric value if the information is available to you."
276,AI_Pubs,Transparency,Botswana,BWA,2016,4.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Botswana in 2016? Please provide a specific numeric value if the information is available to you."
276,AI_Pubs,Transparency,Botswana,BWA,2016,4.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Botswana's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Botswana and the regional average if the information is available to you."
276,AI_Pubs,Transparency,Botswana,BWA,2016,4.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Botswana in 2016? Please provide a specific numeric value if the information is available to you."
277,AI_Pubs,Transparency,Brazil,BRA,2016,927.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Brazil in 2016? Please provide a specific numeric value if the information is available to you."
277,AI_Pubs,Transparency,Brazil,BRA,2016,927.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Brazil's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Brazil and the regional average if the information is available to you."
277,AI_Pubs,Transparency,Brazil,BRA,2016,927.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Brazil in 2016? Please provide a specific numeric value if the information is available to you."
278,AI_Pubs,Transparency,Brunei Darussalam,BRN,2016,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Brunei Darussalam in 2016? Please provide a specific numeric value if the information is available to you."
278,AI_Pubs,Transparency,Brunei Darussalam,BRN,2016,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Brunei Darussalam's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Brunei Darussalam and the regional average if the information is available to you."
278,AI_Pubs,Transparency,Brunei Darussalam,BRN,2016,11.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Brunei Darussalam in 2016? Please provide a specific numeric value if the information is available to you."
279,AI_Pubs,Transparency,Bulgaria,BGR,2016,69.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bulgaria in 2016? Please provide a specific numeric value if the information is available to you."
279,AI_Pubs,Transparency,Bulgaria,BGR,2016,69.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Bulgaria's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Bulgaria and the regional average if the information is available to you."
279,AI_Pubs,Transparency,Bulgaria,BGR,2016,69.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Bulgaria in 2016? Please provide a specific numeric value if the information is available to you."
280,AI_Pubs,Transparency,Cambodia,KHM,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Cambodia in 2016? Please provide a specific numeric value if the information is available to you."
280,AI_Pubs,Transparency,Cambodia,KHM,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Cambodia's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Cambodia and the regional average if the information is available to you."
280,AI_Pubs,Transparency,Cambodia,KHM,2016,2.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Cambodia in 2016? Please provide a specific numeric value if the information is available to you."
281,AI_Pubs,Transparency,Cameroon,CMR,2016,6.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Cameroon in 2016? Please provide a specific numeric value if the information is available to you."
281,AI_Pubs,Transparency,Cameroon,CMR,2016,6.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Cameroon's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Cameroon and the regional average if the information is available to you."
281,AI_Pubs,Transparency,Cameroon,CMR,2016,6.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Cameroon in 2016? Please provide a specific numeric value if the information is available to you."
282,AI_Pubs,Transparency,Canada,CAN,2016,1340.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Canada in 2016? Please provide a specific numeric value if the information is available to you."
282,AI_Pubs,Transparency,Canada,CAN,2016,1340.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Canada's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Canada and the regional average if the information is available to you."
282,AI_Pubs,Transparency,Canada,CAN,2016,1340.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Canada in 2016? Please provide a specific numeric value if the information is available to you."
283,AI_Pubs,Transparency,Cayman Islands,CYM,2016,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Cayman Islands in 2016? Please provide a specific numeric value if the information is available to you."
283,AI_Pubs,Transparency,Cayman Islands,CYM,2016,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Cayman Islands's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Cayman Islands and the regional average if the information is available to you."
283,AI_Pubs,Transparency,Cayman Islands,CYM,2016,1.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,3,contextual,"You are providing data support for an AI governance analysis. A researcher is preparing a cross-national assessment of Transparency indicators. According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Cayman Islands in 2016? Please provide a specific numeric value if the information is available to you."
284,AI_Pubs,Transparency,Chile,CHL,2016,102.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,1,direct_numeric,"According to the Stanford AI Index (via Scopus), what was the total number of AI publications for Chile in 2016? Please provide a specific numeric value if the information is available to you."
284,AI_Pubs,Transparency,Chile,CHL,2016,102.0,the Stanford AI Index (via Scopus),the total number of AI publications,continuous,2,comparative,"According to the Stanford AI Index (via Scopus), how did Chile's total number of AI publications in 2016 compare to the average for its geographic region? Please provide specific numeric values for Chile and the regional average if the information is available to you."
